model_name,roc_auc,recall,precision,f1_score,accuracy
logistic_regression,0.8059637040640356,0.806280193236715,0.8067012633296975,0.8061420049062002,0.806280193236715
random_forest,0.8414123240360438,0.8415458937198068,0.8415944229319483,0.8415198482777201,0.8415458937198068
xgboost,0.8356785857339064,0.8367149758454107,0.8440337510479966,0.8356385897288784,0.8367149758454107
lightgbm,0.8336160832246373,0.8338164251207729,0.8339708428672968,0.8337619359542721,0.8338164251207729
